REGION;PROVINCIA;NOMBRE COMUNA;DISTRITO;LOCALIDAD;ENTIDAD;CATEGORIA;Número total de personas;Total de Hombres;Total de Mujeres;Total de personas de 0 a 5 años;Total de personas de 6 a 14 años;Total de personas de 15 a 64 años;Total de personas de 65 y más años;Total personas migrantes que residen habitualmente en el territorio nacional;Total personas que se consideran pertenecientes a algún pueblo indígena u originario;Total de viviendas particulares;Total viviendas colectivas;Total viviendas ocupadas con moradores presentes;Total viviendas;Cantidad de hogares;Cantidad de viviendas tipo casa;Cantidad de viviendas tipo departamento en edificio;Cantidad de viviendas tipo vivienda tradicional indígena (ruka, pae pae u otras);Cantidad de viviendas tipo pieza en casa antigua o en conventillo;Cantidad de viviendas tipo mediagua, mejora, rancho o choza;Cantidad de viviendas tipo móvil (carpa, casa rodante o similar);Cantidad de viviendas tipo otro tipo de vivienda particular;Cantidad de viviendas con materialidad en paredes de Hormigón armado;Cantidad de viviendas con materialidad en paredes de albañilería: bloque de cemento, piedra o ladrillo;Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero);Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro);Cantidad de viviendas con materialidad en paredes de adobe, barro, quincha, pirca u otro artesanal tradicional;Cantidad de viviendas con materialidad en paredes de materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;Cantidad de viviendas con materialidad de techo losa hormigón;Cantidad de viviendas con materialidad de techo planchas metálicas de zinc, cobre, etc. O fibrocemento (tipo pizarreño);Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado;Cantidad de viviendas con materialidad de techo paja, coirón, totora o caña;Cantidad de viviendas con materialidad de techo materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo sin cubierta sólida de techo;Cantidad de viviendas con materialidad de piso parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera;Viviendas con materialidad de piso radier sin revestimiento;Viviendas con materialidad de piso baldosa de cemento;Viviendas con materialidad de piso capa de cemento sobre tierra;Viviendas con materialidad de piso tierra;Total viviendas con materialidad aceptable;Total viviendas con materialidad recuperable;Total viviendas con materialidad irrecuperable;Cantidad de viviendas con origen del agua por red pública;Cantidad de viviendas con origen del agua por pozo o noria;Cantidad de viviendas con origen del agua por camión aljibe;Cantidad de viviendas con origen del agua por río, vertiente, estero, canal, lago, etc.;x;y
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"4";PAQUE;PILLANCHEO;Parcela-Hijuela;6;Indeterminado;Indeterminado;0;0;Indeterminado;Indeterminado;0;0;"6";"0";"4";"6";"4";"6";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"2";"1";"1";"0";"0";"2";"2";"0";"0";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"5";FLOR DE ÑIQUÉN;FLOR DE ÑIQUÉN;Parcela-Hijuela;70;40;30;5;8;43;14;0;4;"37";"0";"26";"37";"26";"34";"0";"0";"0";"3";"0";"0";"0";"10";"10";"2";"4";"0";"3";"0";"22";"0";"0";"0";"0";"13";"4";"6";"3";"0";"11";"14";"0";"0";"26";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"5";MALLOCAVÉN;MALLOCAVÉN;Fundo-Estancia-Hacienda;10;Indeterminado;Indeterminado;0;0;5;5;0;0;"8";"0";"5";"8";"5";"7";"0";"0";"0";"1";"0";"0";"1";"1";"2";"0";"0";"1";"0";"0";"5";"0";"0";"0";"0";"3";"1";"1";"0";"0";"2";"2";"1";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"5";PAREDONES;PAREDONES;Parcela-Hijuela;50;30;20;4;Indeterminado;31;Indeterminado;0;Indeterminado;"24";"0";"19";"24";"19";"23";"0";"0";"0";"1";"0";"0";"3";"4";"7";"2";"1";"2";"2";"0";"17";"0";"0";"0";"0";"8";"3";"1";"3";"4";"7";"7";"5";"3";"11";"5";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"5";PAREDONES;PIEDRAS DE ÑIQUÉN;Parcela-Hijuela;17;8;9;0;Indeterminado;11;Indeterminado;0;Indeterminado;"6";"0";"5";"6";"5";"6";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"0";"0";"0";"0";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"4";"1";"0";"0";"4";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"6";AGUA FRÍA;AGUA FRÍA;Parcela-Hijuela;75;46;29;Indeterminado;Indeterminado;54;11;0;Indeterminado;"41";"0";"31";"41";"31";"40";"0";"0";"0";"1";"0";"0";"1";"8";"13";"1";"6";"1";"1";"0";"29";"0";"0";"0";"0";"16";"8";"6";"1";"0";"13";"16";"1";"0";"29";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"6";BELÉN;BELÉN CHICO;Parcela-Hijuela;104;59;45;Indeterminado;Indeterminado;77;Indeterminado;0;0;"43";"0";"34";"43";"34";"42";"0";"0";"0";"1";"0";"0";"2";"13";"12";"3";"4";"0";"2";"1";"31";"0";"0";"0";"0";"16";"2";"6";"8";"2";"14";"18";"2";"0";"32";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"6";COMILLAÚN;COMILLAÚN;Parcela-Hijuela;66;42;24;Indeterminado;Indeterminado;40;17;0;0;"38";"0";"27";"38";"27";"36";"0";"0";"0";"2";"0";"0";"2";"10";"3";"4";"7";"1";"3";"0";"24";"0";"0";"0";"0";"9";"8";"4";"4";"2";"7";"17";"3";"0";"24";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"6";OTINHUE BAJO;OTINHUE BAJO;Parcela-Hijuela;96;46;50;6;11;59;20;0;Indeterminado;"61";"0";"39";"61";"39";"57";"0";"0";"0";"3";"0";"1";"2";"13";"14";"4";"6";"0";"3";"0";"35";"0";"0";"1";"0";"21";"6";"4";"4";"4";"18";"17";"4";"0";"35";"2";"2";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"2";ZEMITA;ZEMITA;Caserío;238;123;115;19;22;163;34;0;5;"98";"0";"91";"98";"93";"92";"0";"0";"0";"6";"0";"0";"5";"32";"34";"17";"0";"3";"1";"0";"89";"0";"0";"0";"0";"81";"3";"1";"3";"3";"64";"21";"5";"88";"0";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";CHACAY;CHACAY;Caserío;223;126;97;19;23;138;43;0;7;"98";"0";"80";"98";"82";"95";"0";"0";"0";"3";"0";"0";"6";"34";"23";"9";"8";"0";"6";"0";"74";"0";"0";"0";"0";"74";"2";"1";"2";"1";"57";"22";"1";"79";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";BULI;BULI;Caserío;61;28;33;4;8;37;12;Indeterminado;Indeterminado;"23";"0";"20";"23";"20";"23";"0";"0";"0";"0";"0";"0";"0";"14";"4";"1";"0";"1";"2";"0";"18";"0";"0";"0";"0";"14";"1";"4";"1";"0";"12";"7";"1";"14";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"4";ÑIQUÉN;ÑIQUÉN;Parcela-Hijuela;19;7;12;Indeterminado;Indeterminado;9;5;0;0;"10";"0";"6";"10";"6";"10";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"5";"0";"1";"0";"0";"0";"0";"4";"1";"0";"1";"0";"4";"2";"0";"3";"3";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"2";SAN ROQUE;SAN ROQUE;Caserío;225;116;109;15;35;157;18;0;6;"80";"0";"73";"80";"74";"79";"0";"0";"0";"1";"0";"0";"19";"25";"25";"3";"1";"0";"5";"0";"68";"0";"0";"0";"0";"66";"3";"1";"2";"1";"64";"8";"1";"72";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"2";COLVINDO;COLVINDO;Parcela-Hijuela;81;42;39;6;11;56;8;0;0;"28";"0";"24";"28";"24";"25";"0";"0";"0";"3";"0";"0";"0";"13";"7";"2";"1";"1";"2";"0";"22";"0";"0";"0";"0";"15";"4";"4";"0";"0";"13";"9";"1";"11";"11";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"6";DIÑO;DIÑO;Parcela-Hijuela;38;23;15;Indeterminado;Indeterminado;27;8;0;Indeterminado;"17";"0";"15";"17";"15";"17";"0";"0";"0";"0";"0";"0";"1";"9";"0";"2";"3";"0";"1";"0";"13";"0";"0";"0";"0";"5";"0";"1";"8";"1";"2";"11";"1";"0";"15";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"2";ZEMITA;EL PEUMO;Caserío;106;52;54;Indeterminado;11;Indeterminado;18;0;Indeterminado;"39";"0";"36";"39";"37";"39";"0";"0";"0";"0";"0";"0";"0";"18";"12";"6";"0";"0";"0";"0";"35";"0";"0";"0";"1";"30";"1";"3";"2";"0";"25";"10";"1";"31";"3";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";EL RINCÓN;EL RINCÓN GRANDE;Parcela-Hijuela;21;11;10;Indeterminado;Indeterminado;11;8;0;Indeterminado;"11";"0";"9";"11";"9";"11";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"1";"0";"8";"0";"0";"0";"0";"8";"1";"0";"0";"0";"8";"1";"0";"5";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";LA GLORIA;LA GLORIA ARRIBA;Parcela-Hijuela;11;Indeterminado;Indeterminado;0;Indeterminado;Indeterminado;5;0;Indeterminado;"8";"0";"4";"8";"4";"8";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"4";"0";"0";"0";"0";"4";"0";"0";"1";"3";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";VIRHUÍN;VIRHUÍN;Parcela-Hijuela;19;9;10;0;0;Indeterminado;Indeterminado;0;0;"8";"0";"6";"8";"6";"8";"0";"0";"0";"0";"0";"0";"0";"4";"1";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"5";"0";"1";"0";"0";"4";"2";"0";"1";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";SAN PEDRO;ALINE;Caserío;53;22;31;Indeterminado;Indeterminado;34;9;Indeterminado;Indeterminado;"19";"0";"19";"19";"19";"19";"0";"0";"0";"0";"0";"0";"0";"9";"7";"1";"2";"0";"1";"0";"17";"0";"0";"0";"0";"19";"0";"0";"0";"0";"15";"3";"0";"0";"10";"9";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"1";HUENUTIL DE LA CABRERÍA;INDETERMINADA;Indeterminada;304;149;155;25;23;193;63;Indeterminado;9;"153";"0";"113";"153";"113";"144";"0";"0";"0";"9";"0";"0";"8";"58";"24";"13";"9";"1";"8";"0";"103";"2";"0";"0";"0";"79";"8";"16";"9";"1";"64";"47";"2";"103";"9";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"2";CHACAY;INDETERMINADA;Indeterminada;113;56;57;10;12;66;25;Indeterminado;9;"55";"0";"44";"55";"44";"54";"0";"0";"0";"1";"0";"0";"6";"24";"6";"3";"4";"0";"7";"0";"35";"0";"0";"0";"0";"40";"1";"2";"0";"0";"33";"9";"0";"43";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"2";SAN VICENTE;INDETERMINADA;Indeterminada;15;8;7;Indeterminado;Indeterminado;12;Indeterminado;0;0;"6";"0";"5";"6";"6";"6";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"2";"0";"1";"0";"4";"0";"0";"0";"0";"2";"3";"0";"0";"0";"1";"4";"0";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"2";ZEMITA;INDETERMINADA;Indeterminada;16;9;7;Indeterminado;Indeterminado;11;Indeterminado;0;0;"6";"0";"5";"6";"5";"6";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"1";"1";"0";"4";"0";"0";"0";"0";"4";"0";"0";"0";"1";"3";"1";"1";"0";"3";"0";"2";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";EL ESPINAL;INDETERMINADA;Indeterminada;251;130;121;15;24;167;45;0;14;"124";"0";"97";"124";"98";"116";"0";"0";"0";"7";"0";"1";"4";"44";"29";"8";"7";"4";"3";"0";"93";"0";"0";"0";"0";"71";"14";"6";"4";"2";"60";"30";"6";"84";"11";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"3";SAN PEDRO;INDETERMINADA;Indeterminada;9;Indeterminado;Indeterminado;0;0;Indeterminado;Indeterminado;0;0;"5";"0";"4";"5";"4";"5";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"3";"0";"1";"0";"0";"2";"2";"0";"0";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"4";ÑIQUÉN;INDETERMINADA;Indeterminada;12;7;5;0;Indeterminado;8;Indeterminado;0;0;"16";"0";"6";"16";"6";"16";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"1";"1";"1";"0";"5";"0";"0";"0";"0";"4";"1";"0";"0";"1";"4";"0";"2";"0";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"4";OTINHUE ARRIBA;INDETERMINADA;Indeterminada;87;36;51;Indeterminado;Indeterminado;53;23;Indeterminado;0;"44";"0";"34";"44";"34";"42";"0";"0";"0";"2";"0";"0";"1";"12";"12";"3";"5";"1";"4";"0";"30";"0";"0";"0";"0";"28";"2";"2";"1";"1";"22";"11";"1";"0";"33";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"5";INDETERMINADA;INDETERMINADA;Indeterminada;38;25;13;0;Indeterminado;29;Indeterminado;0;0;"24";"0";"20";"24";"20";"22";"0";"0";"0";"2";"0";"0";"1";"5";"6";"4";"3";"1";"1";"0";"19";"0";"0";"0";"0";"4";"7";"0";"5";"4";"4";"12";"4";"0";"18";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"5";QUITAVA;INDETERMINADA;Indeterminada;18;13;5;0;Indeterminado;12;Indeterminado;0;0;"8";"0";"7";"8";"7";"8";"0";"0";"0";"0";"0";"0";"0";"1";"3";"2";"1";"0";"0";"0";"7";"0";"0";"0";"0";"5";"0";"2";"0";"0";"3";"4";"0";"0";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;ÑIQUÉN;"6";BELÉN;INDETERMINADA;Indeterminada;16;11;5;Indeterminado;Indeterminado;11;Indeterminado;0;0;"12";"0";"6";"12";"6";"9";"0";"0";"1";"2";"0";"0";"0";"1";"2";"2";"1";"0";"1";"0";"5";"0";"0";"0";"0";"5";"0";"1";"0";"0";"3";"3";"0";"0";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";CAMARICO;CAMINO INTERIOR;Parcela-Hijuela;19;11;8;0;Indeterminado;Indeterminado;Indeterminado;0;0;"11";"0";"8";"11";"8";"11";"0";"0";"0";"0";"0";"0";"0";"4";"4";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"6";"0";"1";"1";"0";"6";"2";"0";"0";"6";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";CAMARICO;CAMINO PÚBLICO;Parcela-Hijuela;34;14;20;5;Indeterminado;Indeterminado;Indeterminado;0;0;"13";"0";"10";"13";"10";"13";"0";"0";"0";"0";"0";"0";"1";"2";"3";"2";"2";"0";"1";"0";"8";"0";"0";"0";"0";"7";"2";"0";"0";"1";"3";"5";"1";"0";"10";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";TRILICO;TRILICO;Parcela-Hijuela;65;41;24;Indeterminado;13;37;Indeterminado;0;Indeterminado;"23";"0";"20";"23";"20";"23";"0";"0";"0";"0";"0";"0";"2";"4";"7";"4";"1";"2";"6";"0";"13";"0";"0";"0";"0";"15";"0";"1";"3";"1";"10";"6";"3";"0";"19";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";VERQUICO;AGUADA DE VERQUICO;Parcela-Hijuela;23;11;12;Indeterminado;Indeterminado;15;8;0;0;"12";"0";"11";"12";"11";"11";"0";"0";"0";"1";"0";"0";"0";"5";"5";"0";"1";"0";"0";"0";"11";"0";"0";"0";"0";"8";"2";"1";"0";"0";"8";"3";"0";"0";"10";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";VERQUICO;SAN JAVIER DE VERQUICO;Parcela-Hijuela;47;26;21;Indeterminado;Indeterminado;32;7;0;0;"28";"0";"21";"28";"21";"23";"0";"0";"0";"5";"0";"0";"1";"6";"6";"8";"0";"0";"0";"0";"21";"0";"0";"0";"0";"15";"3";"1";"1";"1";"10";"10";"1";"0";"18";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";EL CRUCERO;EL CRUCERO;Parcela-Hijuela;52;27;25;9;Indeterminado;36;Indeterminado;0;0;"14";"0";"13";"14";"13";"14";"0";"0";"0";"0";"0";"0";"0";"3";"9";"1";"0";"0";"1";"0";"12";"0";"0";"0";"0";"11";"1";"1";"0";"0";"10";"3";"0";"2";"11";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";GAONA;LOS PERALES;Parcela-Hijuela;21;12;9;5;Indeterminado;10;Indeterminado;0;Indeterminado;"8";"0";"7";"8";"8";"8";"0";"0";"0";"0";"0";"0";"0";"5";"2";"0";"0";"0";"2";"0";"5";"0";"0";"0";"0";"6";"1";"0";"0";"0";"6";"1";"0";"5";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";JUNQUILLO;CASAS BLANCAS;Parcela-Hijuela;22;12;10;Indeterminado;Indeterminado;11;7;0;Indeterminado;"10";"0";"8";"10";"8";"9";"0";"0";"0";"1";"0";"0";"0";"4";"2";"2";"0";"0";"0";"0";"8";"0";"0";"0";"0";"3";"2";"2";"1";"0";"3";"5";"0";"0";"6";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";JUNQUILLO;JUNQUILLO;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";LAS GARZAS;LAS GARZAS;Parcela-Hijuela;26;10;16;Indeterminado;Indeterminado;18;4;Indeterminado;0;"14";"0";"9";"14";"9";"13";"0";"0";"0";"0";"0";"1";"1";"4";"3";"0";"0";"1";"3";"0";"6";"0";"0";"0";"0";"9";"0";"0";"0";"0";"8";"0";"1";"0";"9";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";LAS GARZAS;NAVOTAVO;Parcela-Hijuela;13;6;7;0;Indeterminado;10;Indeterminado;0;Indeterminado;"4";"0";"4";"4";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"3";"0";"1";"0";"0";"3";"1";"0";"0";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";QUINQUEGUA;QUINQUEGUA SUR;Parcela-Hijuela;79;41;38;7;8;55;9;0;Indeterminado;"26";"0";"25";"26";"26";"26";"0";"0";"0";"0";"0";"0";"5";"12";"6";"2";"0";"0";"2";"0";"23";"0";"0";"0";"0";"18";"0";"7";"0";"0";"17";"8";"0";"0";"25";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";QUINQUEGUA;QUINQUEGUA;Parcela-Hijuela;144;75;69;8;7;94;35;0;Indeterminado;"57";"0";"53";"57";"53";"53";"0";"0";"0";"4";"0";"0";"1";"17";"17";"10";"6";"2";"2";"0";"49";"1";"0";"0";"0";"41";"3";"3";"2";"3";"27";"20";"5";"3";"42";"6";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";QUINQUEGUA;QUINQUEGUA NORTE;Parcela-Hijuela;37;12;25;Indeterminado;Indeterminado;21;10;0;0;"18";"0";"15";"18";"15";"15";"0";"0";"0";"3";"0";"0";"0";"7";"6";"2";"0";"0";"0";"0";"15";"0";"0";"0";"0";"13";"0";"2";"0";"0";"11";"4";"0";"0";"15";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";RANCHILLO;RANCHILLO;Parcela-Hijuela;29;Indeterminado;Indeterminado;Indeterminado;5;20;Indeterminado;0;Indeterminado;"13";"0";"8";"13";"8";"13";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"5";"0";"2";"0";"6";"0";"0";"0";"0";"7";"1";"0";"0";"0";"3";"5";"0";"0";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";EL TREILE;ITIHUE;Parcela-Hijuela;19;10;9;Indeterminado;Indeterminado;13;Indeterminado;0;0;"8";"0";"7";"8";"7";"8";"0";"0";"0";"0";"0";"0";"0";"3";"4";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"5";"2";"0";"0";"0";"5";"2";"0";"0";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";EL TREILE;ITIHUE ORIENTE;Parcela-Hijuela;17;8;9;Indeterminado;Indeterminado;11;Indeterminado;0;0;"5";"0";"4";"5";"4";"5";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"4";"0";"0";"0";"0";"4";"0";"0";"0";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";NINQUIHUE;LA PIEDRA;Parcela-Hijuela;26;14;12;Indeterminado;5;16;Indeterminado;Indeterminado;0;"8";"0";"8";"8";"8";"7";"0";"0";"0";"1";"0";"0";"0";"2";"5";"1";"0";"0";"0";"0";"8";"0";"0";"0";"0";"6";"1";"1";"0";"0";"5";"3";"0";"0";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";NINQUIHUE;NINQUIHUE;Caserío;255;125;130;Indeterminado;34;166;Indeterminado;Indeterminado;10;"107";"0";"89";"107";"91";"106";"0";"0";"0";"1";"0";"0";"4";"46";"34";"5";"0";"0";"5";"0";"83";"0";"0";"0";"0";"80";"3";"2";"3";"0";"76";"11";"0";"83";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";SAN MIGUEL DE ABLEMO;EL BARÓN;Parcela-Hijuela;65;34;31;Indeterminado;Indeterminado;40;13;0;5;"24";"0";"24";"24";"24";"22";"0";"0";"0";"2";"0";"0";"0";"4";"11";"7";"2";"0";"4";"0";"19";"1";"0";"0";"0";"22";"1";"1";"0";"0";"14";"10";"0";"0";"24";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";SAN MIGUEL DE ABLEMO;SAN MIGUEL;Parcela-Hijuela;26;11;15;Indeterminado;Indeterminado;17;4;0;0;"8";"0";"8";"8";"8";"8";"0";"0";"0";"0";"0";"0";"1";"4";"3";"0";"0";"0";"3";"0";"5";"0";"0";"0";"0";"8";"0";"0";"0";"0";"8";"0";"0";"0";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";SAN PEDRO DE LILAHUE;SANTA CRISTINA;Parcela-Hijuela;0;0;0;0;0;0;0;0;0;"2";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";SAN MIGUEL DE ABLEMO;SAN MIGUEL;Parcela-Hijuela;24;Indeterminado;Indeterminado;Indeterminado;Indeterminado;18;Indeterminado;0;0;"8";"0";"8";"8";"8";"7";"0";"0";"0";"1";"0";"0";"0";"3";"5";"0";"0";"0";"1";"0";"7";"0";"0";"0";"0";"7";"0";"0";"1";"0";"7";"1";"0";"0";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";EL ARROYO;EL ARROYO;Parcela-Hijuela;128;69;59;10;10;85;23;0;Indeterminado;"53";"0";"44";"53";"44";"51";"0";"0";"0";"2";"0";"0";"4";"19";"19";"2";"0";"0";"4";"1";"39";"0";"0";"0";"0";"40";"1";"0";"1";"1";"38";"4";"1";"30";"12";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";EL ARROYO;LAS MARGARITAS;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;Indeterminado;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";LA MERCED;QUILMÉN;Parcela-Hijuela;23;11;12;0;0;14;9;0;0;"11";"0";"9";"11";"9";"11";"0";"0";"0";"0";"0";"0";"1";"6";"2";"0";"0";"0";"1";"0";"8";"0";"0";"0";"0";"8";"0";"0";"0";"1";"8";"0";"1";"0";"9";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";LA MERCED;TRES MONTES;Fundo-Estancia-Hacienda;18;10;8;Indeterminado;4;10;Indeterminado;0;0;"5";"0";"5";"5";"5";"3";"0";"0";"0";"2";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"4";"1";"0";"0";"0";"3";"2";"0";"0";"0";"2";"3";"0";"0";"2";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";SAN JORGE;SAN JORGE;Parcela-Hijuela;45;21;24;Indeterminado;Indeterminado;28;11;0;0;"21";"0";"18";"21";"18";"21";"0";"0";"0";"0";"0";"0";"0";"9";"6";"3";"0";"0";"0";"0";"18";"0";"0";"0";"0";"11";"1";"3";"3";"0";"9";"9";"0";"0";"16";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";SAN JORGE;SAN JOSÉ DE NILAHUE;Parcela-Hijuela;0;0;0;Indeterminado;Indeterminado;0;0;0;0;"2";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
